AEDAT,AWSYS,BLART,BLAUM,BLDAT,BUDAT,CPUDT,CPUTM,FRATH,MANDT,MBLNR,MJAHR,SPE_BUDAT_UHR,TCODE2,USNAM,VGART,WEVER
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,19:25:05,0.00,204,5000000278,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,19:26:06,0.00,204,5000000279,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,19:27:08,0.00,204,5000000280,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,19:33:31,0.00,204,5000000281,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,19:34:35,0.00,204,5000000282,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,19:35:36,0.00,204,5000000283,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,19:36:40,0.00,204,5000000284,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,19:37:46,0.00,204,5000000285,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,19:38:50,0.00,204,5000000286,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,19:49:32,0.00,204,5000000287,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,19:52:51,0.00,204,5000000288,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,19:56:06,0.00,204,5000000289,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,19:58:18,0.00,204,5000000290,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:00:27,0.00,204,5000000291,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:01:30,0.00,204,5000000292,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:03:43,0.00,204,5000000293,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:04:47,0.00,204,5000000294,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:05:51,0.00,204,5000000295,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:06:58,0.00,204,5000000296,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:08:00,0.00,204,5000000297,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:10:06,0.00,204,5000000298,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:11:08,0.00,204,5000000299,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:12:11,0.00,204,5000000300,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:13:12,0.00,204,5000000301,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:15:14,0.00,204,5000000302,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:16:17,0.00,204,5000000303,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:18:21,0.00,204,5000000304,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:19:24,0.00,204,5000000305,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:21:37,0.00,204,5000000306,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:23:49,0.00,204,5000000307,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:24:50,0.00,204,5000000308,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:25:53,0.00,204,5000000309,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:26:59,0.00,204,5000000310,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:28:00,0.00,204,5000000311,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:29:02,0.00,204,5000000312,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:30:04,0.00,204,5000000313,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:31:08,0.00,204,5000000314,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:32:14,0.00,204,5000000315,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:33:19,0.00,204,5000000316,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:34:21,0.00,204,5000000317,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:35:22,0.00,204,5000000318,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:36:24,0.00,204,5000000319,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:38:26,0.00,204,5000000320,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:39:26,0.00,204,5000000321,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:40:30,0.00,204,5000000322,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:41:34,0.00,204,5000000323,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:42:41,0.00,204,5000000324,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:54:34,0.00,204,5000000325,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,20:57:56,0.00,204,5000000326,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:01:22,0.00,204,5000000327,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:03:34,0.00,204,5000000328,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:04:41,0.00,204,5000000329,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:05:51,0.00,204,5000000330,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:06:57,0.00,204,5000000331,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:08:03,0.00,204,5000000332,2026,00:00:00,MB01,LEARN-801,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:08:03,0.00,204,5000000333,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:09:05,0.00,204,5000000334,2026,00:00:00,MB01,LEARN-801,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:09:11,0.00,204,5000000335,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:10:07,0.00,204,5000000336,2026,00:00:00,MB01,LEARN-801,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:12:18,0.00,204,5000000337,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:13:26,0.00,204,5000000338,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:14:26,0.00,204,5000000339,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:15:28,0.00,204,5000000340,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:23:46,0.00,204,5000000341,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:27:12,0.00,204,5000000342,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:29:24,0.00,204,5000000343,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:31:34,0.00,204,5000000344,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:32:38,0.00,204,5000000345,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:33:55,0.00,204,5000000346,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:34:59,0.00,204,5000000347,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:36:01,0.00,204,5000000348,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:37:05,0.00,204,5000000349,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:38:05,0.00,204,5000000350,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:39:06,0.00,204,5000000351,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:40:06,0.00,204,5000000352,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:41:08,0.00,204,5000000353,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:42:21,0.00,204,5000000354,2026,00:00:00,MB01,LEARN-801,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:42:24,0.00,204,5000000355,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:43:25,0.00,204,5000000356,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:44:30,0.00,204,5000000357,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:45:32,0.00,204,5000000358,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:46:34,0.00,204,5000000359,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:47:35,0.00,204,5000000360,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:48:38,0.00,204,5000000361,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:49:40,0.00,204,5000000362,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:51:03,0.00,204,5000000363,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:52:07,0.00,204,5000000364,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:53:09,0.00,204,5000000365,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:54:12,0.00,204,5000000366,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,21:55:14,0.00,204,5000000367,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:05:05,0.00,204,5000000368,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:06:07,0.00,204,5000000369,2026,00:00:00,MB01,LEARN-801,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:07:17,0.00,204,5000000370,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:09:24,0.00,204,5000000371,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:11:36,0.00,204,5000000372,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:12:40,0.00,204,5000000373,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:13:45,0.00,204,5000000374,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:14:51,0.00,204,5000000375,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:15:56,0.00,204,5000000376,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:18:03,0.00,204,5000000377,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:20:31,0.00,204,5000000378,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:22:41,0.00,204,5000000379,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:23:49,0.00,204,5000000380,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:24:38,0.00,204,5000000381,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:25:58,0.00,204,5000000382,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:26:53,0.00,204,5000000383,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:27:47,0.00,204,5000000384,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:28:37,0.00,204,5000000385,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:29:29,0.00,204,5000000386,2026,00:00:00,MB01,LEARN-801,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:29:32,0.00,204,5000000387,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:30:06,0.00,204,5000000388,2026,00:00:00,MB01,LEARN-801,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:30:47,0.00,204,5000000389,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:31:26,0.00,204,5000000390,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:32:07,0.00,204,5000000391,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:32:46,0.00,204,5000000392,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:33:26,0.00,204,5000000393,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:34:04,0.00,204,5000000394,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:34:43,0.00,204,5000000395,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:35:22,0.00,204,5000000396,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:36:01,0.00,204,5000000397,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:36:37,0.00,204,5000000398,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:37:15,0.00,204,5000000399,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:37:55,0.00,204,5000000400,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:38:32,0.00,204,5000000401,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:39:12,0.00,204,5000000402,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:39:50,0.00,204,5000000403,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:40:30,0.00,204,5000000404,2026,00:00:00,MB01,LEARN-802,WE,1
00/00/0000,A04CLNT204,WE,PR,06/01/2026,06/01/2026,06/01/2026,22:41:10,0.00,204,5000000405,2026,00:00:00,MB01,LEARN-802,WE,1
