CHANGENR,CHANGE_IND,LANGU,MANDANT,OBJECTCLAS,OBJECTID,TCODE,UDATE,USERNAME,UTIME,VERSION,_DATAAGING
0000735064,U,D,204,ADRESSE,ME020000129928,ME21N,06/01/2026,LEARN-801,16:19:35,000,00/00/0000
0000735066,U,D,204,ADRESSE,ME020000129929,,06/01/2026,LEARN-800,16:19:55,000,00/00/0000
0000735069,U,D,204,ADRESSE,ME020000129930,ME21N,06/01/2026,LEARN-801,16:20:40,000,00/00/0000
0000735071,U,D,204,ADRESSE,ME020000129931,,06/01/2026,LEARN-800,16:21:00,000,00/00/0000
0000735074,U,D,204,ADRESSE,ME020000129932,ME21N,06/01/2026,LEARN-801,16:21:45,000,00/00/0000
0000735076,U,D,204,ADRESSE,ME020000129933,,06/01/2026,LEARN-800,16:22:05,000,00/00/0000
0000735079,U,D,204,ADRESSE,ME020000129934,ME21N,06/01/2026,LEARN-801,16:22:49,000,00/00/0000
0000735081,U,D,204,ADRESSE,ME020000129935,,06/01/2026,LEARN-800,16:23:10,000,00/00/0000
0000735084,U,D,204,ADRESSE,ME020000129936,ME21N,06/01/2026,LEARN-801,16:23:51,000,00/00/0000
0000735086,U,D,204,ADRESSE,ME020000129937,,06/01/2026,LEARN-800,16:24:12,000,00/00/0000
0000735089,U,D,204,ADRESSE,ME020000129938,ME21N,06/01/2026,LEARN-801,16:24:55,000,00/00/0000
0000735091,U,D,204,ADRESSE,ME020000129939,,06/01/2026,LEARN-800,16:25:13,000,00/00/0000
0000735094,U,D,204,ADRESSE,ME020000129940,ME21N,06/01/2026,LEARN-801,16:25:55,000,00/00/0000
0000735096,U,D,204,ADRESSE,ME020000129941,,06/01/2026,LEARN-800,16:26:14,000,00/00/0000
0000735099,U,D,204,ADRESSE,ME020000129942,ME21N,06/01/2026,LEARN-801,16:26:59,000,00/00/0000
0000735101,U,D,204,ADRESSE,ME020000129943,,06/01/2026,LEARN-800,16:27:20,000,00/00/0000
0000735104,U,D,204,ADRESSE,ME020000129944,ME21N,06/01/2026,LEARN-801,16:28:02,000,00/00/0000
0000735106,U,D,204,ADRESSE,ME020000129945,,06/01/2026,LEARN-800,16:28:22,000,00/00/0000
0000735109,U,D,204,ADRESSE,ME020000129946,ME21N,06/01/2026,LEARN-801,16:29:05,000,00/00/0000
0000735111,U,D,204,ADRESSE,ME020000129947,,06/01/2026,LEARN-800,16:29:24,000,00/00/0000
0000735116,U,D,204,ADRESSE,ME020000129948,ME21N,06/01/2026,LEARN-801,16:30:09,000,00/00/0000
0000735118,U,D,204,ADRESSE,ME020000129949,,06/01/2026,LEARN-800,16:30:30,000,00/00/0000
0000735121,U,D,204,ADRESSE,ME020000129950,ME21N,06/01/2026,LEARN-801,16:31:33,000,00/00/0000
0000735123,U,D,204,ADRESSE,ME020000129951,,06/01/2026,LEARN-800,16:31:35,000,00/00/0000
0000735128,U,D,204,ADRESSE,ME020000129952,ME21N,06/01/2026,LEARN-801,16:32:20,000,00/00/0000
0000735130,U,D,204,ADRESSE,ME020000129953,,06/01/2026,LEARN-800,16:32:41,000,00/00/0000
0000735133,U,D,204,ADRESSE,ME020000129954,ME21N,06/01/2026,LEARN-801,16:33:24,000,00/00/0000
0000735135,U,D,204,ADRESSE,ME020000129955,,06/01/2026,LEARN-800,16:33:43,000,00/00/0000
0000735138,U,D,204,ADRESSE,ME020000129956,ME21N,06/01/2026,LEARN-801,16:34:26,000,00/00/0000
0000735140,U,D,204,ADRESSE,ME020000129957,,06/01/2026,LEARN-800,16:34:46,000,00/00/0000
0000735143,U,D,204,ADRESSE,ME020000129958,ME21N,06/01/2026,LEARN-801,16:35:29,000,00/00/0000
0000735145,U,D,204,ADRESSE,ME020000129959,,06/01/2026,LEARN-800,16:35:48,000,00/00/0000
0000735148,U,D,204,ADRESSE,ME020000129960,ME21N,06/01/2026,LEARN-801,16:36:31,000,00/00/0000
0000735150,U,D,204,ADRESSE,ME020000129961,,06/01/2026,LEARN-800,16:36:50,000,00/00/0000
0000735153,U,D,204,ADRESSE,ME020000129962,ME21N,06/01/2026,LEARN-801,16:37:33,000,00/00/0000
0000735155,U,D,204,ADRESSE,ME020000129963,,06/01/2026,LEARN-800,16:37:52,000,00/00/0000
0000735158,U,D,204,ADRESSE,ME020000129964,ME21N,06/01/2026,LEARN-801,16:38:36,000,00/00/0000
0000735160,U,D,204,ADRESSE,ME020000129965,,06/01/2026,LEARN-800,16:38:55,000,00/00/0000
0000735163,U,D,204,ADRESSE,ME020000129966,ME21N,06/01/2026,LEARN-801,16:39:38,000,00/00/0000
0000735165,U,D,204,ADRESSE,ME020000129967,,06/01/2026,LEARN-800,16:39:58,000,00/00/0000
0000735168,U,D,204,ADRESSE,ME020000129968,ME21N,06/01/2026,LEARN-801,16:40:40,000,00/00/0000
0000735170,U,D,204,ADRESSE,ME020000129969,,06/01/2026,LEARN-800,16:40:59,000,00/00/0000
0000735173,U,D,204,ADRESSE,ME020000129970,ME21N,06/01/2026,LEARN-801,16:41:43,000,00/00/0000
0000735175,U,D,204,ADRESSE,ME020000129971,,06/01/2026,LEARN-800,16:42:02,000,00/00/0000
0000735178,U,D,204,ADRESSE,ME020000129972,ME21N,06/01/2026,LEARN-801,16:42:45,000,00/00/0000
0000735180,U,D,204,ADRESSE,ME020000129973,,06/01/2026,LEARN-800,16:43:03,000,00/00/0000
0000735183,U,D,204,ADRESSE,ME020000129974,ME21N,06/01/2026,LEARN-801,16:43:47,000,00/00/0000
0000735185,U,D,204,ADRESSE,ME020000129975,,06/01/2026,LEARN-800,16:44:05,000,00/00/0000
0000735188,U,D,204,ADRESSE,ME020000129976,ME21N,06/01/2026,LEARN-801,16:44:48,000,00/00/0000
0000735190,U,D,204,ADRESSE,ME020000129977,,06/01/2026,LEARN-800,16:45:08,000,00/00/0000
0000735193,U,D,204,ADRESSE,ME020000129978,ME21N,06/01/2026,LEARN-801,16:45:52,000,00/00/0000
0000735195,U,D,204,ADRESSE,ME020000129979,,06/01/2026,LEARN-800,16:46:10,000,00/00/0000
0000735198,U,D,204,ADRESSE,ME020000129980,ME21N,06/01/2026,LEARN-801,16:46:53,000,00/00/0000
0000735200,U,D,204,ADRESSE,ME020000129981,,06/01/2026,LEARN-800,16:47:12,000,00/00/0000
0000735203,U,D,204,ADRESSE,ME020000129982,ME21N,06/01/2026,LEARN-801,16:47:57,000,00/00/0000
0000735205,U,D,204,ADRESSE,ME020000129983,,06/01/2026,LEARN-800,16:48:15,000,00/00/0000
0000735208,U,D,204,ADRESSE,ME020000129984,ME21N,06/01/2026,LEARN-801,16:48:57,000,00/00/0000
0000735210,U,D,204,ADRESSE,ME020000129985,,06/01/2026,LEARN-800,16:49:15,000,00/00/0000
0000735213,U,D,204,ADRESSE,ME020000129986,ME21N,06/01/2026,LEARN-801,16:49:58,000,00/00/0000
0000735215,U,D,204,ADRESSE,ME020000129987,,06/01/2026,LEARN-800,16:50:18,000,00/00/0000
0000735218,U,D,204,ADRESSE,ME020000129988,ME21N,06/01/2026,LEARN-801,16:51:01,000,00/00/0000
0000735220,U,D,204,ADRESSE,ME020000129989,,06/01/2026,LEARN-800,16:51:20,000,00/00/0000
0000735225,U,D,204,ADRESSE,ME020000129990,ME21N,06/01/2026,LEARN-801,16:52:03,000,00/00/0000
0000735227,U,D,204,ADRESSE,ME020000129991,,06/01/2026,LEARN-800,16:52:23,000,00/00/0000
0000735230,U,D,204,ADRESSE,ME020000129992,ME21N,06/01/2026,LEARN-801,16:53:06,000,00/00/0000
0000735232,U,D,204,ADRESSE,ME020000129993,,06/01/2026,LEARN-800,16:53:26,000,00/00/0000
0000735235,U,D,204,ADRESSE,ME020000129994,ME21N,06/01/2026,LEARN-801,16:54:09,000,00/00/0000
0000735237,U,D,204,ADRESSE,ME020000129995,,06/01/2026,LEARN-800,16:54:29,000,00/00/0000
0000735240,U,D,204,ADRESSE,ME020000129996,ME21N,06/01/2026,LEARN-801,16:55:15,000,00/00/0000
0000735242,U,D,204,ADRESSE,ME020000129997,,06/01/2026,LEARN-800,16:55:33,000,00/00/0000
0000735245,U,D,204,ADRESSE,ME020000129998,ME21N,06/01/2026,LEARN-801,16:56:17,000,00/00/0000
0000735247,U,D,204,ADRESSE,ME020000129999,,06/01/2026,LEARN-800,16:56:36,000,00/00/0000
0000735250,U,D,204,ADRESSE,ME020000130000,ME21N,06/01/2026,LEARN-801,16:57:23,000,00/00/0000
0000735254,U,D,204,ADRESSE,ME020000130001,,06/01/2026,LEARN-800,16:57:42,000,00/00/0000
0000735257,U,D,204,ADRESSE,ME020000130002,ME21N,06/01/2026,LEARN-801,16:58:26,000,00/00/0000
0000735259,U,D,204,ADRESSE,ME020000130003,,06/01/2026,LEARN-800,16:58:44,000,00/00/0000
0000735262,U,D,204,ADRESSE,ME020000130004,ME21N,06/01/2026,LEARN-801,16:59:32,000,00/00/0000
0000735264,U,D,204,ADRESSE,ME020000130005,,06/01/2026,LEARN-800,16:59:49,000,00/00/0000
0000735267,U,D,204,ADRESSE,ME020000130006,ME21N,06/01/2026,LEARN-801,17:00:35,000,00/00/0000
0000735269,U,D,204,ADRESSE,ME020000130007,,06/01/2026,LEARN-800,17:00:56,000,00/00/0000
0000735274,U,D,204,ADRESSE,ME020000130008,ME21N,06/01/2026,LEARN-801,17:01:40,000,00/00/0000
0000735276,U,D,204,ADRESSE,ME020000130009,,06/01/2026,LEARN-800,17:01:58,000,00/00/0000
0000735279,U,D,204,ADRESSE,ME020000130010,ME21N,06/01/2026,LEARN-801,17:02:43,000,00/00/0000
0000735281,U,D,204,ADRESSE,ME020000130011,,06/01/2026,LEARN-800,17:03:00,000,00/00/0000
0000735284,U,D,204,ADRESSE,ME020000130012,ME21N,06/01/2026,LEARN-801,17:03:44,000,00/00/0000
0000735286,U,D,204,ADRESSE,ME020000130013,,06/01/2026,LEARN-800,17:04:03,000,00/00/0000
0000735289,U,D,204,ADRESSE,ME020000130014,ME21N,06/01/2026,LEARN-801,17:04:50,000,00/00/0000
0000735291,U,D,204,ADRESSE,ME020000130015,,06/01/2026,LEARN-800,17:05:07,000,00/00/0000
0000735293,U,D,204,ADRESSE,ME020000130016,,06/01/2026,LEARN-800,17:06:10,000,00/00/0000
0000735296,U,D,204,ADRESSE,ME020000130017,ME21N,06/01/2026,LEARN-801,17:06:13,000,00/00/0000
0000735299,U,D,204,ADRESSE,ME020000130018,ME21N,06/01/2026,LEARN-801,17:06:56,000,00/00/0000
0000735301,U,D,204,ADRESSE,ME020000130019,,06/01/2026,LEARN-800,17:07:13,000,00/00/0000
0000735303,U,D,204,ADRESSE,ME020000130020,,06/01/2026,LEARN-800,17:08:18,000,00/00/0000
0000735306,U,D,204,ADRESSE,ME020000130021,ME21N,06/01/2026,LEARN-801,17:08:21,000,00/00/0000
0000735309,U,D,204,ADRESSE,ME020000130022,ME21N,06/01/2026,LEARN-801,17:09:04,000,00/00/0000
0000735311,U,D,204,ADRESSE,ME020000130023,,06/01/2026,LEARN-800,17:09:23,000,00/00/0000
0000735314,U,D,204,ADRESSE,ME020000130024,ME21N,06/01/2026,LEARN-801,17:10:10,000,00/00/0000
0000735316,U,D,204,ADRESSE,ME020000130025,,06/01/2026,LEARN-800,17:10:26,000,00/00/0000
0000735318,U,D,204,ADRESSE,ME020000130026,,06/01/2026,LEARN-800,18:39:12,000,00/00/0000
0000735321,U,D,204,ADRESSE,ME020000130027,ME21N,06/01/2026,LEARN-801,18:39:57,000,00/00/0000
0000735323,U,D,204,ADRESSE,ME020000130028,,06/01/2026,LEARN-800,18:40:16,000,00/00/0000
0000735326,U,D,204,ADRESSE,ME020000130029,ME21N,06/01/2026,LEARN-801,18:40:56,000,00/00/0000
0000735328,U,D,204,ADRESSE,ME020000130030,,06/01/2026,LEARN-800,18:41:18,000,00/00/0000
0000735331,U,D,204,ADRESSE,ME020000130031,ME21N,06/01/2026,LEARN-801,18:42:00,000,00/00/0000
0000735333,U,D,204,ADRESSE,ME020000130032,,06/01/2026,LEARN-800,18:42:20,000,00/00/0000
0000735336,U,D,204,ADRESSE,ME020000130033,ME21N,06/01/2026,LEARN-801,18:43:02,000,00/00/0000
0000735338,U,D,204,ADRESSE,ME020000130034,,06/01/2026,LEARN-800,18:43:23,000,00/00/0000
0000735341,U,D,204,ADRESSE,ME020000130035,ME21N,06/01/2026,LEARN-801,18:44:09,000,00/00/0000
0000735343,U,D,204,ADRESSE,ME020000130036,,06/01/2026,LEARN-800,18:44:28,000,00/00/0000
0000735346,U,D,204,ADRESSE,ME020000130037,ME21N,06/01/2026,LEARN-801,18:45:09,000,00/00/0000
0000735348,U,D,204,ADRESSE,ME020000130038,,06/01/2026,LEARN-800,18:45:31,000,00/00/0000
0000735351,U,D,204,ADRESSE,ME020000130039,ME21N,06/01/2026,LEARN-801,18:46:14,000,00/00/0000
0000735353,U,D,204,ADRESSE,ME020000130040,,06/01/2026,LEARN-800,18:46:34,000,00/00/0000
0000735356,U,D,204,ADRESSE,ME020000130041,ME21N,06/01/2026,LEARN-801,18:47:34,000,00/00/0000
0000735358,U,D,204,ADRESSE,ME020000130042,,06/01/2026,LEARN-800,18:47:38,000,00/00/0000
0000735363,U,D,204,ADRESSE,ME020000130043,ME21N,06/01/2026,LEARN-801,18:48:41,000,00/00/0000
0000735365,U,D,204,ADRESSE,ME020000130044,,06/01/2026,LEARN-800,18:48:43,000,00/00/0000
0000735368,U,D,204,ADRESSE,ME020000130045,ME21N,06/01/2026,LEARN-801,18:49:45,000,00/00/0000
0000735370,U,D,204,ADRESSE,ME020000130046,,06/01/2026,LEARN-800,18:49:48,000,00/00/0000
0000735375,U,D,204,ADRESSE,ME020000130047,ME21N,06/01/2026,LEARN-801,18:50:34,000,00/00/0000
0000735377,U,D,204,ADRESSE,ME020000130048,,06/01/2026,LEARN-800,18:50:55,000,00/00/0000
0000735380,U,D,204,ADRESSE,ME020000130049,ME21N,06/01/2026,LEARN-801,18:51:39,000,00/00/0000
0000735382,U,D,204,ADRESSE,ME020000130050,,06/01/2026,LEARN-800,18:51:59,000,00/00/0000
0000735385,U,D,204,ADRESSE,ME020000130051,ME21N,06/01/2026,LEARN-801,18:52:42,000,00/00/0000
0000735387,U,D,204,ADRESSE,ME020000130052,,06/01/2026,LEARN-800,18:53:02,000,00/00/0000
0000735390,U,D,204,ADRESSE,ME020000130053,ME21N,06/01/2026,LEARN-801,18:53:44,000,00/00/0000
0000735392,U,D,204,ADRESSE,ME020000130054,,06/01/2026,LEARN-800,18:54:03,000,00/00/0000
0000735395,U,D,204,ADRESSE,ME020000130055,ME21N,06/01/2026,LEARN-801,18:54:45,000,00/00/0000
0000735397,U,D,204,ADRESSE,ME020000130056,,06/01/2026,LEARN-800,18:55:03,000,00/00/0000
0000735400,U,D,204,ADRESSE,ME020000130057,ME21N,06/01/2026,LEARN-801,18:55:46,000,00/00/0000
0000735402,U,D,204,ADRESSE,ME020000130058,,06/01/2026,LEARN-800,18:56:06,000,00/00/0000
0000735405,U,D,204,ADRESSE,ME020000130059,ME21N,06/01/2026,LEARN-801,18:56:52,000,00/00/0000
0000735407,U,D,204,ADRESSE,ME020000130060,,06/01/2026,LEARN-800,18:57:12,000,00/00/0000
0000735410,U,D,204,ADRESSE,ME020000130061,ME21N,06/01/2026,LEARN-801,18:57:57,000,00/00/0000
0000735412,U,D,204,ADRESSE,ME020000130062,,06/01/2026,LEARN-800,18:58:17,000,00/00/0000
0000735415,U,D,204,ADRESSE,ME020000130063,ME21N,06/01/2026,LEARN-801,18:59:02,000,00/00/0000
0000735417,U,D,204,ADRESSE,ME020000130064,,06/01/2026,LEARN-800,18:59:22,000,00/00/0000
0000735420,U,D,204,ADRESSE,ME020000130065,ME21N,06/01/2026,LEARN-801,19:00:07,000,00/00/0000
0000735422,U,D,204,ADRESSE,ME020000130066,,06/01/2026,LEARN-800,19:00:30,000,00/00/0000
0000735425,U,D,204,ADRESSE,ME020000130067,ME21N,06/01/2026,LEARN-801,19:01:13,000,00/00/0000
0000735427,U,D,204,ADRESSE,ME020000130068,,06/01/2026,LEARN-800,19:01:34,000,00/00/0000
0000735430,U,D,204,ADRESSE,ME020000130069,ME21N,06/01/2026,LEARN-801,19:02:17,000,00/00/0000
0000735432,U,D,204,ADRESSE,ME020000130070,,06/01/2026,LEARN-800,19:02:37,000,00/00/0000
0000735435,U,D,204,ADRESSE,ME020000130071,ME21N,06/01/2026,LEARN-801,19:03:19,000,00/00/0000
0000735437,U,D,204,ADRESSE,ME020000130072,,06/01/2026,LEARN-800,19:03:40,000,00/00/0000
0000735440,U,D,204,ADRESSE,ME020000130073,ME21N,06/01/2026,LEARN-801,19:04:25,000,00/00/0000
0000735442,U,D,204,ADRESSE,ME020000130074,,06/01/2026,LEARN-800,19:04:45,000,00/00/0000
0000735445,U,D,204,ADRESSE,ME020000130075,ME21N,06/01/2026,LEARN-801,19:05:27,000,00/00/0000
0000735447,U,D,204,ADRESSE,ME020000130076,,06/01/2026,LEARN-800,19:05:47,000,00/00/0000
0000735450,U,D,204,ADRESSE,ME020000130077,ME21N,06/01/2026,LEARN-801,19:06:29,000,00/00/0000
0000735452,U,D,204,ADRESSE,ME020000130078,,06/01/2026,LEARN-800,19:06:49,000,00/00/0000
0000735457,U,D,204,ADRESSE,ME020000130079,ME21N,06/01/2026,LEARN-801,19:07:34,000,00/00/0000
0000735459,U,D,204,ADRESSE,ME020000130080,,06/01/2026,LEARN-800,19:07:54,000,00/00/0000
0000735461,U,D,204,ADRESSE,ME020000130081,,06/01/2026,LEARN-800,19:08:55,000,00/00/0000
0000735464,U,D,204,ADRESSE,ME020000130082,ME21N,06/01/2026,LEARN-801,19:08:56,000,00/00/0000
0000735469,U,D,204,ADRESSE,ME020000130083,ME21N,06/01/2026,LEARN-801,19:09:40,000,00/00/0000
0000735471,U,D,204,ADRESSE,ME020000130084,,06/01/2026,LEARN-800,19:10:00,000,00/00/0000
0000735474,U,D,204,ADRESSE,ME020000130085,ME21N,06/01/2026,LEARN-801,19:10:43,000,00/00/0000
0000735476,U,D,204,ADRESSE,ME020000130086,,06/01/2026,LEARN-800,19:11:03,000,00/00/0000
0000735479,U,D,204,ADRESSE,ME020000130087,ME21N,06/01/2026,LEARN-801,19:11:46,000,00/00/0000
0000735481,,,204,ADRESSE,ME020000130088,,06/01/2026,LEARN-800,19:12:04,,
