ABSGR,AEDAT,ANGDT,BEDAT,BNDDT,BSART,BSTYP,BUKRS,BWBDT,DPAMT,DPDAT,DPPCT,EBELN,EKGRP,EKORG,ERNAM,GWLDT,IHRAN,KALSM,KDATB,KDATE,KNUMV,KTWRT,LANDS,LASTCHANGEDATETIME,LIFNR,LPONR,MANDT,PINCR,PROCSTAT,RETPC,RLWRT,SPRAS,STAFO,STATU,STCEG_L,UPINC,WAERS,WKURS,ZBD1P,ZBD1T,ZBD2P,ZBD2T,ZBD3T,ZTERM
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000288,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000307,0.00,US,"20,260,601,165,344.5719620",0000110800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000289,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000308,0.00,US,"20,260,601,165,445.1666900",0001003070,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000290,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000309,0.00,US,"20,260,601,165,546.3348070",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000291,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000310,0.00,US,"20,260,601,165,652.2229130",0000107800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000292,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000311,0.00,US,"20,260,601,165,757.2980080",0000107800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000293,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000312,0.00,US,"20,260,601,165,902.4316000",0000103800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000294,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000313,0.00,US,"20,260,601,170,008.0695850",0000106800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000295,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000314,0.00,US,"20,260,601,170,113.7138330",0000107800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000296,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000315,0.00,US,"20,260,601,170,217.3465720",0000107800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000297,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000316,0.00,US,"20,260,601,170,319.8265980",0001003070,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000298,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000317,0.00,US,"20,260,601,170,425.7763800",0000109800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000299,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000318,0.00,US,"20,260,601,170,527.9989440",0000103800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000300,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000319,0.00,US,"20,260,601,170,629.6475210",0000110800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000301,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000320,0.00,US,"20,260,601,170,734.3132080",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000302,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000321,0.00,US,"20,260,601,170,856.4377230",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000303,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000322,0.00,US,"20,260,601,170,940.5328940",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000304,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000323,0.00,US,"20,260,601,171,043.7592780",0000107800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000305,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000324,0.00,US,"20,260,601,171,147.0223440",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000306,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000325,0.00,US,"20,260,601,171,246.3096660",0001003070,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000307,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000326,0.00,US,"20,260,601,171,350.5704100",0000102800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000308,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000327,0.00,US,"20,260,601,171,456.0876410",0000112800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000309,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000328,0.00,US,"20,260,601,171,559.5519680",0001003070,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000310,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000329,0.00,US,"20,260,601,171,702.7114270",0000103800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000311,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000330,0.00,US,"20,260,601,171,805.2479680",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000312,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000331,0.00,US,"20,260,601,171,907.4788310",0000109800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000313,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000332,0.00,US,"20,260,601,172,011.5573050",0000109800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000314,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000333,0.00,US,"20,260,601,172,112.0993700",0000110800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000315,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000334,0.00,US,"20,260,601,172,215.4523380",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000316,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000335,0.00,US,"20,260,601,172,319.6113290",0000108800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000317,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000336,0.00,US,"20,260,601,172,421.1915380",0001003070,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000318,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000337,0.00,US,"20,260,601,172,524.8506680",0000110800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000319,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000338,0.00,US,"20,260,601,172,624.8093290",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000320,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000339,0.00,US,"20,260,601,172,728.4629210",0000108800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000321,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000340,0.00,US,"20,260,601,172,830.5865860",0000105800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000322,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000341,0.00,US,"20,260,601,172,933.0675020",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000323,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000342,0.00,US,"20,260,601,173,038.3851210",0000103800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000324,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000343,0.00,US,"20,260,601,173,140.6500790",0000107800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000325,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000344,0.00,US,"20,260,601,173,245.0398750",0000108800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000326,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000345,0.00,US,"20,260,601,173,348.0491330",0000112800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000327,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000346,0.00,US,"20,260,601,173,452.8518180",0000107800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000328,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000347,0.00,US,"20,260,601,173,555.2234110",0000112800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000329,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000348,0.00,US,"20,260,601,173,701.1959930",0000108800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000330,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000349,0.00,US,"20,260,601,173,807.1147020",0000109800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000331,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000350,0.00,US,"20,260,601,173,910.2401010",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000332,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000351,0.00,US,"20,260,601,174,012.3565460",0000112800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000333,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000352,0.00,US,"20,260,601,174,114.8998630",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000334,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000353,0.00,US,"20,260,601,174,221.0714180",0000110800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000335,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000354,0.00,US,"20,260,601,174,341.9298730",0000107800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000336,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000355,0.00,US,"20,260,601,174,425.0914310",0000108800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000337,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000356,0.00,US,"20,260,601,174,554.0567380",0000103800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000338,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000357,0.00,US,"20,260,601,174,636.9684150",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000339,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000358,0.00,US,"20,260,601,174,741.1798850",0000107800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000340,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000359,0.00,US,"20,260,601,174,848.1110770",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000341,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000360,0.00,US,"20,260,601,175,013.8254920",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/01/2026,00/00/0000,06/01/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000342,N00,US00,LEARN-801,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000361,0.00,US,"20,260,601,175,057.6513400",0000107800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
