case_id,field,planned_step_id,raw_value,reason,synthetic_value,table
C010,USERNAME,C010_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C010,UDATE,C010_B2,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C010,UTIME,C010_B2,18:49:45,synthetic_timestamp_projection,10:20:00,CDHDR
C010,USERNAME,C010_B2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C011,UDATE,C011_A1,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C011,UTIME,C011_A1,18:49:48,synthetic_timestamp_projection,08:44:13,CDHDR
C011,USERNAME,C011_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C011,UDATE,C011_A2,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C011,UTIME,C011_A2,18:50:34,synthetic_timestamp_projection,11:15:08,CDHDR
C011,USERNAME,C011_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C012,UDATE,C012_A1,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C012,UTIME,C012_A1,18:50:55,synthetic_timestamp_projection,09:21:18,CDHDR
C012,USERNAME,C012_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C012,UDATE,C012_A2,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C012,UTIME,C012_A2,18:51:39,synthetic_timestamp_projection,10:33:18,CDHDR
C012,USERNAME,C012_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C013,UDATE,C013_A1,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C013,UTIME,C013_A1,18:51:59,synthetic_timestamp_projection,10:09:08,CDHDR
C013,USERNAME,C013_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C013,UDATE,C013_A2,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C013,UTIME,C013_A2,18:52:42,synthetic_timestamp_projection,11:06:08,CDHDR
C013,USERNAME,C013_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C014,UDATE,C014_A1,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C014,UTIME,C014_A1,18:53:02,synthetic_timestamp_projection,14:22:09,CDHDR
C014,USERNAME,C014_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C001,UDATE,C001_A2,06/01/2026,synthetic_timestamp_projection,06/01/2026,CDHDR
C001,UTIME,C001_A2,18:39:57,synthetic_timestamp_projection,11:01:13,CDHDR
C001,USERNAME,C001_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C002,UDATE,C002_A2,06/01/2026,synthetic_timestamp_projection,06/01/2026,CDHDR
C002,UTIME,C002_A2,18:40:56,synthetic_timestamp_projection,11:39:59,CDHDR
C002,USERNAME,C002_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C003,UDATE,C003_A2,06/01/2026,synthetic_timestamp_projection,06/01/2026,CDHDR
C003,UTIME,C003_A2,18:42:00,synthetic_timestamp_projection,11:14:52,CDHDR
C003,USERNAME,C003_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C004,UDATE,C004_A2,06/01/2026,synthetic_timestamp_projection,06/01/2026,CDHDR
C004,UTIME,C004_A2,18:43:02,synthetic_timestamp_projection,11:23:52,CDHDR
C004,USERNAME,C004_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C005,UDATE,C005_A2,06/01/2026,synthetic_timestamp_projection,06/01/2026,CDHDR
C005,UTIME,C005_A2,18:44:09,synthetic_timestamp_projection,12:53:04,CDHDR
C005,USERNAME,C005_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C006,UDATE,C006_A2,06/01/2026,synthetic_timestamp_projection,06/01/2026,CDHDR
C006,UTIME,C006_A2,18:45:09,synthetic_timestamp_projection,15:09:51,CDHDR
C006,USERNAME,C006_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C007,UDATE,C007_A2,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C007,UTIME,C007_A2,18:46:14,synthetic_timestamp_projection,08:08:00,CDHDR
C007,USERNAME,C007_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C008,UDATE,C008_B2,06/01/2026,synthetic_timestamp_projection,06/01/2026,CDHDR
C008,UTIME,C008_B2,18:47:34,synthetic_timestamp_projection,16:39:33,CDHDR
C008,USERNAME,C008_B2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C009,UDATE,C009_B2,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C009,UTIME,C009_B2,18:48:41,synthetic_timestamp_projection,08:19:00,CDHDR
C009,USERNAME,C009_B2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C010,UDATE,C010_B2,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C010,UTIME,C010_B2,18:49:45,synthetic_timestamp_projection,10:20:00,CDHDR
C010,USERNAME,C010_B2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C011,UDATE,C011_A2,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C011,UTIME,C011_A2,18:50:34,synthetic_timestamp_projection,11:15:08,CDHDR
C011,USERNAME,C011_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C012,UDATE,C012_A2,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C012,UTIME,C012_A2,18:51:39,synthetic_timestamp_projection,10:33:18,CDHDR
C012,USERNAME,C012_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C013,UDATE,C013_A2,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C013,UTIME,C013_A2,18:52:42,synthetic_timestamp_projection,11:06:08,CDHDR
C013,USERNAME,C013_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C004,UDATE,C004_F1,06/01/2026,synthetic_timestamp_projection,06/16/2026,CDHDR
C004,UTIME,C004_F1,18:48:24,synthetic_timestamp_projection,09:18:00,CDHDR
C004,USERNAME,C004_F1,LEARN-804,synthetic_timestamp_projection,chief_accountant_US,CDHDR
C004,UDATE,C004_F2,06/01/2026,synthetic_timestamp_projection,06/16/2026,CDHDR
C004,UTIME,C004_F2,18:50:32,synthetic_timestamp_projection,13:50:00,CDHDR
C004,USERNAME,C004_F2,LEARN-804,synthetic_timestamp_projection,chief_accountant_US,CDHDR
C014,UDATE,C014_A2,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C014,UTIME,C014_A2,18:53:44,synthetic_timestamp_projection,17:16:09,CDHDR
C014,USERNAME,C014_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C015,UDATE,C015_A1,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C015,UTIME,C015_A1,18:54:03,synthetic_timestamp_projection,14:51:47,CDHDR
C015,USERNAME,C015_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C015,UDATE,C015_A2,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C015,UTIME,C015_A2,18:54:45,synthetic_timestamp_projection,08:12:00,CDHDR
C015,USERNAME,C015_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C016,UDATE,C016_A1,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C016,UTIME,C016_A1,18:55:03,synthetic_timestamp_projection,15:29:48,CDHDR
C016,USERNAME,C016_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C016,UDATE,C016_A2,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C016,UTIME,C016_A2,18:55:46,synthetic_timestamp_projection,16:17:48,CDHDR
C016,USERNAME,C016_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C017,UDATE,C017_A1,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C017,UTIME,C017_A1,18:56:06,synthetic_timestamp_projection,15:49:18,CDHDR
C017,USERNAME,C017_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C017,UDATE,C017_A2,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C017,UTIME,C017_A2,18:56:52,synthetic_timestamp_projection,08:26:00,CDHDR
C017,USERNAME,C017_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C018,UDATE,C018_A1,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C018,UTIME,C018_A1,18:57:12,synthetic_timestamp_projection,16:07:18,CDHDR
C018,USERNAME,C018_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C018,UDATE,C018_A2,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C018,UTIME,C018_A2,18:57:57,synthetic_timestamp_projection,08:39:00,CDHDR
C018,USERNAME,C018_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C019,UDATE,C019_A1,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C019,UTIME,C019_A1,18:58:17,synthetic_timestamp_projection,08:11:00,CDHDR
C019,USERNAME,C019_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C019,UDATE,C019_A2,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C019,UTIME,C019_A2,18:59:02,synthetic_timestamp_projection,09:15:00,CDHDR
C019,USERNAME,C019_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C020,UDATE,C020_A1,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C020,UTIME,C020_A1,18:59:22,synthetic_timestamp_projection,08:25:00,CDHDR
C020,USERNAME,C020_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C020,UDATE,C020_A2,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C020,UTIME,C020_A2,19:00:07,synthetic_timestamp_projection,11:36:00,CDHDR
C020,USERNAME,C020_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C021,UDATE,C021_A1,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C021,UTIME,C021_A1,19:00:30,synthetic_timestamp_projection,08:54:54,CDHDR
C021,USERNAME,C021_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C021,UDATE,C021_A2,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C021,UTIME,C021_A2,19:01:13,synthetic_timestamp_projection,10:55:54,CDHDR
C021,USERNAME,C021_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C022,UDATE,C022_A1,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C022,UTIME,C022_A1,19:01:34,synthetic_timestamp_projection,09:09:55,CDHDR
C022,USERNAME,C022_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C022,UDATE,C022_A2,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C022,UTIME,C022_A2,19:02:17,synthetic_timestamp_projection,12:32:00,CDHDR
C022,USERNAME,C022_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C023,UDATE,C023_A1,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C023,UTIME,C023_A1,19:02:37,synthetic_timestamp_projection,09:55:18,CDHDR
C023,USERNAME,C023_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C023,UDATE,C023_A2,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C023,UTIME,C023_A2,19:03:19,synthetic_timestamp_projection,11:08:54,CDHDR
C023,USERNAME,C023_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C024,UDATE,C024_A1,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C024,UTIME,C024_A1,19:03:40,synthetic_timestamp_projection,10:32:20,CDHDR
C024,USERNAME,C024_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C024,UDATE,C024_A2,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C024,UTIME,C024_A2,19:04:25,synthetic_timestamp_projection,13:35:20,CDHDR
C024,USERNAME,C024_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C025,UDATE,C025_A1,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C025,UTIME,C025_A1,19:04:45,synthetic_timestamp_projection,11:30:48,CDHDR
C025,USERNAME,C025_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C025,UDATE,C025_A2,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C025,UTIME,C025_A2,19:05:27,synthetic_timestamp_projection,13:57:48,CDHDR
C025,USERNAME,C025_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C026,UDATE,C026_A1,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C026,UTIME,C026_A1,19:05:47,synthetic_timestamp_projection,13:13:00,CDHDR
C026,USERNAME,C026_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C026,UDATE,C026_A2,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C026,UTIME,C026_A2,19:06:29,synthetic_timestamp_projection,14:23:00,CDHDR
C026,USERNAME,C026_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C027,UDATE,C027_A1,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C027,UTIME,C027_A1,19:06:49,synthetic_timestamp_projection,13:59:05,CDHDR
C027,USERNAME,C027_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C027,UDATE,C027_A2,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C027,UTIME,C027_A2,19:07:34,synthetic_timestamp_projection,15:43:05,CDHDR
C027,USERNAME,C027_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C028,UDATE,C028_A1,06/01/2026,synthetic_timestamp_projection,06/03/2026,CDHDR
C028,UTIME,C028_A1,19:07:54,synthetic_timestamp_projection,14:53:05,CDHDR
C028,USERNAME,C028_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C014,UDATE,C014_A2,06/01/2026,synthetic_timestamp_projection,06/02/2026,CDHDR
C014,UTIME,C014_A2,18:53:44,synthetic_timestamp_projection,17:16:09,CDHDR
