ABSGR,AEDAT,ANGDT,BEDAT,BNDDT,BSART,BSTYP,BUKRS,BWBDT,DPAMT,DPDAT,DPPCT,EBELN,EKGRP,EKORG,ERNAM,GWLDT,IHRAN,KALSM,KDATB,KDATE,KNUMV,KTWRT,LANDS,LASTCHANGEDATETIME,LIFNR,LPONR,MANDT,PINCR,PROCSTAT,RETPC,RLWRT,SPRAS,STAFO,STATU,STCEG_L,UPINC,WAERS,WKURS,ZBD1P,ZBD1T,ZBD2P,ZBD2T,ZBD3T,ZTERM
00,06/04/2026,00/00/0000,06/04/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000305,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000324,0.00,US,"20,260,604,174,100.0000000",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/04/2026,00/00/0000,06/04/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000306,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000325,0.00,US,"20,260,604,175,200.0000000",0001003070,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/04/2026,00/00/0000,06/04/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000307,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000326,0.00,US,"20,260,604,185,700.0000000",0000102800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/04/2026,00/00/0000,06/04/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000308,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000327,0.00,US,"20,260,604,193,632.0000000",0000112800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/04/2026,00/00/0000,06/04/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000309,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000328,0.00,US,"20,260,604,204,651.0000000",0001003070,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/04/2026,00/00/0000,06/04/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000310,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000329,0.00,US,"20,260,604,211,353.0000000",0000103800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/05/2026,00/00/0000,06/05/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000311,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000330,0.00,US,"20,260,605,142,000.0000000",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/05/2026,00/00/0000,06/05/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000312,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000331,0.00,US,"20,260,605,141,300.0000000",0000109800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/05/2026,00/00/0000,06/05/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000313,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000332,0.00,US,"20,260,605,143,300.0000000",0000109800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/05/2026,00/00/0000,06/05/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000314,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000333,0.00,US,"20,260,605,144,000.0000000",0000110800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/05/2026,00/00/0000,06/05/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000315,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000334,0.00,US,"20,260,605,173,037.0000000",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/05/2026,00/00/0000,06/05/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000316,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000335,0.00,US,"20,260,605,170,037.0000000",0000108800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/05/2026,00/00/0000,06/05/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000317,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000336,0.00,US,"20,260,605,172,337.0000000",0001003070,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/05/2026,00/00/0000,06/05/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000318,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000337,0.00,US,"20,260,605,170,823.0000000",0000110800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/05/2026,00/00/0000,06/05/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000319,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000338,0.00,US,"20,260,605,174,337.0000000",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/08/2026,00/00/0000,06/08/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000320,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000339,0.00,US,"20,260,608,141,400.0000000",0000108800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/08/2026,00/00/0000,06/08/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000321,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000340,0.00,US,"20,260,608,142,200.0000000",0000105800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/08/2026,00/00/0000,06/08/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000322,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000341,0.00,US,"20,260,608,143,100.0000000",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/08/2026,00/00/0000,06/08/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000323,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000342,0.00,US,"20,260,608,161,500.0000000",0000103800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/08/2026,00/00/0000,06/08/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000324,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000343,0.00,US,"20,260,608,153,400.0000000",0000107800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/08/2026,00/00/0000,06/08/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000325,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000344,0.00,US,"20,260,608,173,231.0000000",0000108800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/08/2026,00/00/0000,06/08/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000326,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000345,0.00,US,"20,260,608,175,031.0000000",0000112800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/08/2026,00/00/0000,06/08/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000327,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000346,0.00,US,"20,260,608,185,800.0000000",0000107800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/08/2026,00/00/0000,06/08/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000328,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000347,0.00,US,"20,260,608,195,854.0000000",0000112800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/08/2026,00/00/0000,06/08/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000329,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000348,0.00,US,"20,260,608,213,400.0000000",0000108800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/08/2026,00/00/0000,06/08/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000330,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000349,0.00,US,"20,260,608,210,305.0000000",0000109800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/08/2026,00/00/0000,06/08/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000331,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000350,0.00,US,"20,260,608,205,405.0000000",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/09/2026,00/00/0000,06/09/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000332,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000351,0.00,US,"20,260,609,141,000.0000000",0000112800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/09/2026,00/00/0000,06/09/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000333,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000352,0.00,US,"20,260,609,142,200.0000000",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/09/2026,00/00/0000,06/09/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000334,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000353,0.00,US,"20,260,609,164,700.0000000",0000110800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/09/2026,00/00/0000,06/09/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000335,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000354,0.00,US,"20,260,609,172,134.0000000",0000107800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/09/2026,00/00/0000,06/09/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000336,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000355,0.00,US,"20,260,609,192,000.0000000",0000108800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/09/2026,00/00/0000,06/09/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000337,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000356,0.00,US,"20,260,609,173,834.0000000",0000103800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/09/2026,00/00/0000,06/09/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000338,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000357,0.00,US,"20,260,609,224,616.0000000",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/10/2026,00/00/0000,06/10/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000339,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000358,0.00,US,"20,260,610,141,200.0000000",0000107800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/09/2026,00/00/0000,06/09/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000340,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000359,0.00,US,"20,260,609,223,716.0000000",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
00,06/09/2026,00/00/0000,06/09/2026,00/00/0000,NB,F,US00,00/00/0000,0.00,00/00/0000,0.00,4500000341,N00,US00,buyer_mi00,00/00/0000,00/00/0000,RM0000,00/00/0000,00/00/0000,1000000360,0.00,US,"20,260,609,222,816.0000000",0000101800,00010,204,00010,02,0.00,0.00,E,SAP,9,US,00001,USD,1.00000,0.000,0,0.000,0,0,0001
