AEDAT,AWKEY,AWTYP,BELNR,BLART,BLDAT,BUDAT,BUKRS,CPUDT,CPUTM,CTXKRS,DBBLG_GJAHR,FRATH,FULFILLDATE,GJAHR,GLVOR,HWAER,KUR2X,KURS2,KURS3,KURSF,KURST,KURSX,KZKRS,MANDT,MONAT,NUMPG,PPDAT,PPTME,REINDAT,STJAH,STODT,TCODE,TXKRS,UPDDT,USNAM,VATDATE,WAERS,WWERT,XMWST
00/00/0000,1500000189US002026,BKPFF,1500000189,KZ,06/19/2026,06/20/2026,US00,06/24/2026,14:17:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000190US002026,BKPFF,1500000190,KZ,06/23/2026,06/24/2026,US00,06/24/2026,14:58:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,chief_accountant_US,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000191US002026,BKPFF,1500000191,KZ,06/22/2026,06/23/2026,US00,06/24/2026,14:25:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000192US002026,BKPFF,1500000192,KZ,06/21/2026,06/22/2026,US00,06/24/2026,14:32:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000193US002026,BKPFF,1500000193,KZ,06/22/2026,06/23/2026,US00,06/25/2026,14:10:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,chief_accountant_US,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000194US002026,BKPFF,1500000194,KZ,06/22/2026,06/23/2026,US00,06/24/2026,14:37:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000195US002026,BKPFF,1500000195,KZ,06/22/2026,06/23/2026,US00,06/24/2026,14:45:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000196US002026,BKPFF,1500000196,KZ,06/22/2026,06/23/2026,US00,06/25/2026,14:21:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,chief_accountant_US,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000197US002026,BKPFF,1500000197,KZ,06/21/2026,06/22/2026,US00,06/24/2026,15:03:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000198US002026,BKPFF,1500000198,KZ,06/22/2026,06/23/2026,US00,06/25/2026,14:33:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,chief_accountant_US,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000199US002026,BKPFF,1500000199,KZ,06/23/2026,06/24/2026,US00,06/25/2026,14:45:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,chief_accountant_US,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000200US002026,BKPFF,1500000200,KZ,06/22/2026,06/23/2026,US00,06/24/2026,15:10:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000201US002026,BKPFF,1500000201,KZ,06/22/2026,06/23/2026,US00,06/24/2026,15:48:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000202US002026,BKPFF,1500000202,KZ,06/22/2026,06/23/2026,US00,06/24/2026,16:08:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000203US002026,BKPFF,1500000203,KZ,06/21/2026,06/22/2026,US00,06/25/2026,19:52:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,chief_accountant_US,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000204US002026,BKPFF,1500000204,KZ,06/22/2026,06/23/2026,US00,06/24/2026,21:28:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000205US002026,BKPFF,1500000205,KZ,06/22/2026,06/23/2026,US00,06/25/2026,14:06:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000206US002026,BKPFF,1500000206,KZ,06/22/2026,06/23/2026,US00,06/25/2026,14:15:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000207US002026,BKPFF,1500000207,KZ,06/22/2026,06/23/2026,US00,06/25/2026,14:24:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000208US002026,BKPFF,1500000208,KZ,06/23/2026,06/24/2026,US00,06/26/2026,14:41:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,chief_accountant_US,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000209US002026,BKPFF,1500000209,KZ,06/23/2026,06/24/2026,US00,06/25/2026,14:32:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000210US002026,BKPFF,1500000210,KZ,06/23/2026,06/24/2026,US00,06/25/2026,14:39:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000211US002026,BKPFF,1500000211,KZ,06/22/2026,06/23/2026,US00,06/25/2026,14:49:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000212US002026,BKPFF,1500000212,KZ,06/22/2026,06/23/2026,US00,06/25/2026,16:05:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000213US002026,BKPFF,1500000213,KZ,06/23/2026,06/24/2026,US00,06/25/2026,19:49:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000214US002026,BKPFF,1500000214,KZ,06/26/2026,06/27/2026,US00,06/29/2026,14:40:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000215US002026,BKPFF,1500000215,KZ,06/26/2026,06/27/2026,US00,06/29/2026,14:43:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,chief_accountant_US,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000216US002026,BKPFF,1500000216,KZ,06/25/2026,06/26/2026,US00,06/29/2026,14:50:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,chief_accountant_US,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000217US002026,BKPFF,1500000217,KZ,06/25/2026,06/26/2026,US00,06/29/2026,14:45:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000218US002026,BKPFF,1500000218,KZ,06/25/2026,06/26/2026,US00,06/29/2026,15:00:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,chief_accountant_US,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000219US002026,BKPFF,1500000219,KZ,06/25/2026,06/26/2026,US00,06/29/2026,15:10:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,chief_accountant_US,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000220US002026,BKPFF,1500000220,KZ,06/25/2026,06/26/2026,US00,06/29/2026,15:03:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000221US002026,BKPFF,1500000221,KZ,06/26/2026,06/27/2026,US00,06/29/2026,16:34:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000222US002026,BKPFF,1500000222,KZ,06/26/2026,06/27/2026,US00,06/29/2026,17:15:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,chief_accountant_US,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000223US002026,BKPFF,1500000223,KZ,06/26/2026,06/27/2026,US00,06/29/2026,20:57:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000224US002026,BKPFF,1500000224,KZ,06/26/2026,06/27/2026,US00,06/29/2026,22:23:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000225US002026,BKPFF,1500000225,KZ,06/26/2026,06/27/2026,US00,06/30/2026,15:44:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000226US002026,BKPFF,1500000226,KZ,06/28/2026,06/29/2026,US00,06/30/2026,15:50:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000227US002026,BKPFF,1500000227,KZ,06/28/2026,06/29/2026,US00,06/30/2026,21:24:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000228US002026,BKPFF,1500000228,KZ,06/28/2026,06/29/2026,US00,07/01/2026,14:42:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,chief_accountant_US,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000229US002026,BKPFF,1500000229,KZ,06/27/2026,06/28/2026,US00,06/30/2026,22:05:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,accounts_payable_clerk_mi00,00/00/0000,USD,06/01/2026,X
00/00/0000,1500000230US002026,BKPFF,1500000230,KZ,06/27/2026,06/28/2026,US00,07/01/2026,14:53:00,0.00000,0000,0.00,00/00/0000,2026,RFBU,USD,0.00000000000000,0.00000,0.00000,0.00000,M,0.00000000000000,0.00000,204,06,000,00/00/0000,00:00:00,00/00/0000,0000,00/00/0000,FBDC_C014,0.00000,00/00/0000,chief_accountant_US,00/00/0000,USD,06/01/2026,X
