AEDAT,AWSYS,BLART,BLAUM,BLDAT,BUDAT,CPUDT,CPUTM,FRATH,MANDT,MBLNR,MJAHR,SPE_BUDAT_UHR,TCODE2,USNAM,VGART,WEVER
00/00/0000,A04CLNT204,WE,PR,06/22/2026,06/22/2026,06/22/2026,10:50:00,0.00,204,5000000265,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/22/2026,06/22/2026,06/22/2026,11:03:00,0.00,204,5000000266,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/22/2026,06/22/2026,06/22/2026,11:21:00,0.00,204,5000000267,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/21/2026,06/21/2026,06/22/2026,11:36:00,0.00,204,5000000268,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/22/2026,06/22/2026,06/22/2026,11:56:00,0.00,204,5000000269,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/21/2026,06/21/2026,06/22/2026,13:27:00,0.00,204,5000000270,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/21/2026,06/21/2026,06/22/2026,13:45:00,0.00,204,5000000271,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/21/2026,06/21/2026,06/22/2026,14:02:00,0.00,204,5000000272,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/22/2026,06/22/2026,06/22/2026,14:17:00,0.00,204,5000000273,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/21/2026,06/21/2026,06/22/2026,14:35:00,0.00,204,5000000274,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/22/2026,06/22/2026,06/22/2026,14:50:00,0.00,204,5000000275,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/19/2026,06/19/2026,06/19/2026,08:33:00,0.00,204,5000000276,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/19/2026,06/19/2026,06/19/2026,08:45:00,0.00,204,5000000277,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/22/2026,06/22/2026,06/22/2026,15:01:00,0.00,204,5000000278,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/22/2026,06/22/2026,06/22/2026,15:16:00,0.00,204,5000000279,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/22/2026,06/22/2026,06/22/2026,15:25:00,0.00,204,5000000280,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/23/2026,06/23/2026,06/23/2026,08:43:00,0.00,204,5000000281,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/23/2026,06/23/2026,06/23/2026,09:04:00,0.00,204,5000000282,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/23/2026,06/23/2026,06/23/2026,08:51:00,0.00,204,5000000283,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/23/2026,06/23/2026,06/23/2026,08:25:00,0.00,204,5000000284,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/23/2026,06/23/2026,06/23/2026,09:15:00,0.00,204,5000000285,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/23/2026,06/23/2026,06/23/2026,09:46:00,0.00,204,5000000286,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/25/2026,06/25/2026,06/25/2026,08:15:00,0.00,204,5000000287,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/25/2026,06/25/2026,06/25/2026,08:27:00,0.00,204,5000000288,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/25/2026,06/25/2026,06/25/2026,08:51:00,0.00,204,5000000289,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/26/2026,06/26/2026,06/26/2026,08:14:00,0.00,204,5000000290,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/26/2026,06/26/2026,06/26/2026,08:24:00,0.00,204,5000000291,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/26/2026,06/26/2026,06/26/2026,08:36:00,0.00,204,5000000292,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/26/2026,06/26/2026,06/26/2026,08:51:00,0.00,204,5000000293,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/26/2026,06/26/2026,06/26/2026,09:06:00,0.00,204,5000000294,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/25/2026,06/25/2026,06/25/2026,09:08:00,0.00,204,5000000296,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/25/2026,06/25/2026,06/25/2026,09:17:00,0.00,204,5000000297,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/26/2026,06/26/2026,06/26/2026,09:18:00,0.00,204,5000000298,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/26/2026,06/26/2026,06/26/2026,09:30:00,0.00,204,5000000299,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/26/2026,06/26/2026,06/26/2026,09:42:00,0.00,204,5000000300,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,08:11:00,0.00,204,5000000301,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,08:19:00,0.00,204,5000000302,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,08:26:00,0.00,204,5000000303,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,08:37:00,0.00,204,5000000304,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,08:48:00,0.00,204,5000000305,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,09:02:00,0.00,204,5000000306,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,09:12:00,0.00,204,5000000307,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,09:25:00,0.00,204,5000000308,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,09:36:00,0.00,204,5000000309,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/27/2026,06/27/2026,06/29/2026,09:51:00,0.00,204,5000000310,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/27/2026,06/27/2026,06/29/2026,09:59:00,0.00,204,5000000311,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/27/2026,06/27/2026,06/29/2026,10:09:00,0.00,204,5000000312,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/27/2026,06/27/2026,06/29/2026,10:16:00,0.00,204,5000000313,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/27/2026,06/27/2026,06/29/2026,10:27:00,0.00,204,5000000314,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,10:38:00,0.00,204,5000000315,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,10:45:00,0.00,204,5000000316,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,10:52:00,0.00,204,5000000317,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,11:03:00,0.00,204,5000000318,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,11:17:00,0.00,204,5000000319,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/30/2026,06/30/2026,06/30/2026,08:08:00,0.00,204,5000000320,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/30/2026,06/30/2026,06/30/2026,08:19:00,0.00,204,5000000321,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/30/2026,06/30/2026,06/30/2026,08:33:00,0.00,204,5000000322,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/30/2026,06/30/2026,06/30/2026,08:46:00,0.00,204,5000000323,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/30/2026,06/30/2026,06/30/2026,09:02:00,0.00,204,5000000324,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/02/2026,07/02/2026,07/02/2026,08:13:00,0.00,204,5000000325,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/02/2026,07/02/2026,07/02/2026,08:24:00,0.00,204,5000000326,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/02/2026,07/02/2026,07/02/2026,08:35:00,0.00,204,5000000327,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/02/2026,07/02/2026,07/02/2026,08:46:00,0.00,204,5000000328,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/02/2026,07/02/2026,07/02/2026,08:59:00,0.00,204,5000000329,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/02/2026,07/02/2026,07/02/2026,09:08:00,0.00,204,5000000330,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/02/2026,07/02/2026,07/02/2026,09:19:00,0.00,204,5000000331,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/22/2026,06/22/2026,06/22/2026,08:21:00,0.00,204,5000000332,2026,00:00:00,MB01,buyer_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/02/2026,07/02/2026,07/02/2026,09:42:00,0.00,204,5000000333,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/22/2026,06/22/2026,06/22/2026,08:28:00,0.00,204,5000000334,2026,00:00:00,MB01,buyer_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/02/2026,07/02/2026,07/02/2026,09:56:00,0.00,204,5000000335,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/22/2026,06/22/2026,06/22/2026,08:41:00,0.00,204,5000000336,2026,00:00:00,MB01,buyer_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/02/2026,07/02/2026,07/02/2026,09:28:00,0.00,204,5000000337,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/02/2026,07/02/2026,07/02/2026,10:12:00,0.00,204,5000000338,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/02/2026,07/02/2026,07/02/2026,10:23:00,0.00,204,5000000339,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/02/2026,07/02/2026,07/02/2026,10:36:00,0.00,204,5000000340,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,08:09:00,0.00,204,5000000341,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,08:20:00,0.00,204,5000000342,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,08:29:00,0.00,204,5000000343,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,08:40:00,0.00,204,5000000344,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,08:48:00,0.00,204,5000000345,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,08:57:00,0.00,204,5000000346,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,09:09:00,0.00,204,5000000347,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,09:22:00,0.00,204,5000000348,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,09:34:00,0.00,204,5000000349,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,09:42:00,0.00,204,5000000350,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,09:50:00,0.00,204,5000000351,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/04/2026,07/04/2026,07/06/2026,10:02:00,0.00,204,5000000352,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/04/2026,07/04/2026,07/06/2026,10:13:00,0.00,204,5000000353,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/25/2026,06/25/2026,06/25/2026,08:34:00,0.00,204,5000000354,2026,00:00:00,MB01,buyer_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/04/2026,07/04/2026,07/06/2026,10:26:00,0.00,204,5000000355,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/04/2026,07/04/2026,07/06/2026,10:35:00,0.00,204,5000000356,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/04/2026,07/04/2026,07/06/2026,10:51:00,0.00,204,5000000357,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,11:04:00,0.00,204,5000000358,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,11:15:00,0.00,204,5000000359,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,11:28:00,0.00,204,5000000360,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,11:41:00,0.00,204,5000000361,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/04/2026,07/04/2026,07/06/2026,11:52:00,0.00,204,5000000362,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/04/2026,07/04/2026,07/06/2026,13:06:00,0.00,204,5000000363,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/04/2026,07/04/2026,07/06/2026,13:19:00,0.00,204,5000000364,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/04/2026,07/04/2026,07/06/2026,13:26:00,0.00,204,5000000365,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/04/2026,07/04/2026,07/06/2026,13:34:00,0.00,204,5000000366,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/04/2026,07/04/2026,07/06/2026,13:42:00,0.00,204,5000000367,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/08/2026,07/08/2026,07/08/2026,08:08:00,0.00,204,5000000368,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,06/28/2026,06/28/2026,06/29/2026,08:41:00,0.00,204,5000000369,2026,00:00:00,MB01,buyer_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/08/2026,07/08/2026,07/08/2026,08:22:00,0.00,204,5000000370,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/08/2026,07/08/2026,07/08/2026,08:32:00,0.00,204,5000000371,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/08/2026,07/08/2026,07/08/2026,08:45:00,0.00,204,5000000372,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/08/2026,07/08/2026,07/08/2026,08:55:00,0.00,204,5000000373,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/08/2026,07/08/2026,07/08/2026,09:05:00,0.00,204,5000000374,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/08/2026,07/08/2026,07/08/2026,09:21:00,0.00,204,5000000375,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/09/2026,07/09/2026,07/09/2026,08:08:00,0.00,204,5000000376,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/09/2026,07/09/2026,07/09/2026,08:21:00,0.00,204,5000000377,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/09/2026,07/09/2026,07/09/2026,08:32:00,0.00,204,5000000378,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/09/2026,07/09/2026,07/09/2026,08:48:00,0.00,204,5000000379,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/09/2026,07/09/2026,07/09/2026,09:01:00,0.00,204,5000000380,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/09/2026,07/09/2026,07/09/2026,09:09:00,0.00,204,5000000381,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/09/2026,07/09/2026,07/09/2026,09:20:00,0.00,204,5000000382,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/09/2026,07/09/2026,07/09/2026,09:33:00,0.00,204,5000000383,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/09/2026,07/09/2026,07/09/2026,09:43:00,0.00,204,5000000384,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/09/2026,07/09/2026,07/09/2026,09:51:00,0.00,204,5000000385,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/05/2026,07/05/2026,07/06/2026,08:08:00,0.00,204,5000000386,2026,00:00:00,MB01,buyer_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/09/2026,07/09/2026,07/09/2026,09:59:00,0.00,204,5000000387,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/09/2026,07/09/2026,07/09/2026,08:15:00,0.00,204,5000000388,2026,00:00:00,MB01,buyer_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/10/2026,07/10/2026,07/10/2026,08:15:00,0.00,204,5000000389,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/10/2026,07/10/2026,07/10/2026,08:25:00,0.00,204,5000000390,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/10/2026,07/10/2026,07/10/2026,08:35:00,0.00,204,5000000391,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/10/2026,07/10/2026,07/10/2026,08:45:00,0.00,204,5000000392,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
