case_id,object_type,planned_step_id,row_key,sap_tcode,synthetic_actor_id,table,technical_sap_user_id,tool
C002,purchase_order,C002_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000276|CHANGENR=735324|TABNAME=EKKO|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C002,purchase_order,C002_A2,EBELN=4500000276,,buyer_mi00,EKKO,TU_02,fiori.create_purchase_order
C002,purchase_order,C002_A2,EBELN=4500000276|EBELP=10,,buyer_mi00,EKPO,TU_02,fiori.create_purchase_order
C002,material_document,C002_Q1,MBLNR=5000000243|MJAHR=2026,MB01,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.create_split_goods_receipt
C002,material_document,C002_Q1,MBLNR=5000000243|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_split_goods_receipt
C002,material_document,C002_Q1,MBLNR=5000000243|MJAHR=2026|ZEILE=2,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_split_goods_receipt
C002,stock_release_material_document,C002_Q3,MBLNR=4900038032|MJAHR=2026,MB1C,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.manage_quality_inspection_stock
C002,stock_release_material_document,C002_Q3,MBLNR=4900038032|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.manage_quality_inspection_stock
C002,supplier_invoice,C002_A4,BELNR=5105600306|GJAHR=2026,MIRO,chief_accountant_US,RBKP,TU_05,fiori.create_supplier_invoice
C002,supplier_invoice,C002_A4,BELNR=5105600306|GJAHR=2026|BUZEI=1,,chief_accountant_US,RSEG,TU_05,fiori.create_supplier_invoice
C002,payment_document,C002_A5,BELNR=1500000171|BUKRS=US00|GJAHR=2026,FBDC_C014,accounts_payable_clerk_mi00,BKPF,TU_04,fiori.send_payment
C002,payment_document,C002_A5,BELNR=1500000171|BUKRS=US00|GJAHR=2026|BUZEI=1,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C002,payment_document,C002_A5,BELNR=1500000171|BUKRS=US00|GJAHR=2026|BUZEI=2,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C003,purchase_requisition,C003_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130030|CHANGENR=735328,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C003,purchase_requisition,C003_A1,OBJECTCLAS=BANF|OBJECTID=10000315|CHANGENR=735327,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C003,purchase_requisition,C003_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130030|CHANGENR=735328|TABNAME=ADRC|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C003,purchase_requisition,C003_A1,OBJECTCLAS=BANF|OBJECTID=10000315|CHANGENR=735327|TABNAME=EBAN|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C003,purchase_requisition,C003_A1,BANFN=10000315,,inventory_manager_mi00,EBAN,TU_01,fiori.create_purchase_requisition
C003,purchase_order,C003_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130031|CHANGENR=735331,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C003,purchase_order,C003_A2,OBJECTCLAS=BANF|OBJECTID=10000315|CHANGENR=735330,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C003,purchase_order,C003_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000277|CHANGENR=735329,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C003,purchase_order,C003_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130031|CHANGENR=735331|TABNAME=ADRC|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C003,purchase_order,C003_A2,OBJECTCLAS=BANF|OBJECTID=10000315|CHANGENR=735330|TABNAME=EBAN|FNAME=BEDAT,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C003,purchase_order,C003_A2,OBJECTCLAS=BANF|OBJECTID=10000315|CHANGENR=735330|TABNAME=EBAN|FNAME=BSMNG,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C003,purchase_order,C003_A2,OBJECTCLAS=BANF|OBJECTID=10000315|CHANGENR=735330|TABNAME=EBAN|FNAME=EBELN,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C003,purchase_order,C003_A2,OBJECTCLAS=BANF|OBJECTID=10000315|CHANGENR=735330|TABNAME=EBAN|FNAME=EBELP,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C003,purchase_order,C003_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000277|CHANGENR=735329|TABNAME=EKKO|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C003,purchase_order,C003_A2,EBELN=4500000277,,buyer_mi00,EKKO,TU_02,fiori.create_purchase_order
C003,purchase_order,C003_A2,EBELN=4500000277|EBELP=10,,buyer_mi00,EKPO,TU_02,fiori.create_purchase_order
C003,material_document,C003_A3,MBLNR=5000000244|MJAHR=2026,MB01,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.create_goods_receipt
C003,material_document,C003_A3,MBLNR=5000000244|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_goods_receipt
C003,supplier_invoice,C003_A4,BELNR=5105600303|GJAHR=2026,MIRO,chief_accountant_US,RBKP,TU_05,fiori.create_supplier_invoice
C003,supplier_invoice,C003_A4,BELNR=5105600303|GJAHR=2026|BUZEI=1,,chief_accountant_US,RSEG,TU_05,fiori.create_supplier_invoice
C003,payment_document,C003_A5,BELNR=1500000170|BUKRS=US00|GJAHR=2026,FBDC_C014,accounts_payable_clerk_mi00,BKPF,TU_04,fiori.send_payment
C003,payment_document,C003_A5,BELNR=1500000170|BUKRS=US00|GJAHR=2026|BUZEI=1,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C003,payment_document,C003_A5,BELNR=1500000170|BUKRS=US00|GJAHR=2026|BUZEI=2,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C004,purchase_requisition,C004_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130032|CHANGENR=735333,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C004,purchase_requisition,C004_A1,OBJECTCLAS=BANF|OBJECTID=10000316|CHANGENR=735332,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C004,purchase_requisition,C004_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130032|CHANGENR=735333|TABNAME=ADRC|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C004,purchase_requisition,C004_A1,OBJECTCLAS=BANF|OBJECTID=10000316|CHANGENR=735332|TABNAME=EBAN|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C004,purchase_requisition,C004_A1,BANFN=10000316,,inventory_manager_mi00,EBAN,TU_01,fiori.create_purchase_requisition
C004,purchase_order,C004_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130033|CHANGENR=735336,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C004,purchase_order,C004_A2,OBJECTCLAS=BANF|OBJECTID=10000316|CHANGENR=735335,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C004,purchase_order,C004_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000278|CHANGENR=735334,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C004,purchase_order,C004_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130033|CHANGENR=735336|TABNAME=ADRC|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C004,purchase_order,C004_A2,OBJECTCLAS=BANF|OBJECTID=10000316|CHANGENR=735335|TABNAME=EBAN|FNAME=BEDAT,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C004,purchase_order,C004_A2,OBJECTCLAS=BANF|OBJECTID=10000316|CHANGENR=735335|TABNAME=EBAN|FNAME=BSMNG,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C004,purchase_order,C004_A2,OBJECTCLAS=BANF|OBJECTID=10000316|CHANGENR=735335|TABNAME=EBAN|FNAME=EBELN,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C004,purchase_order,C004_A2,OBJECTCLAS=BANF|OBJECTID=10000316|CHANGENR=735335|TABNAME=EBAN|FNAME=EBELP,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C004,purchase_order,C004_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000278|CHANGENR=735334|TABNAME=EKKO|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C004,purchase_order,C004_A2,EBELN=4500000278,,buyer_mi00,EKKO,TU_02,fiori.create_purchase_order
C004,purchase_order,C004_A2,EBELN=4500000278|EBELP=10,,buyer_mi00,EKPO,TU_02,fiori.create_purchase_order
C004,material_document,C004_A3,MBLNR=5000000245|MJAHR=2026,MB01,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.create_goods_receipt
C004,material_document,C004_A3,MBLNR=5000000245|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_goods_receipt
C004,supplier_invoice,C004_A4,BELNR=5105600304|GJAHR=2026,MIRO,chief_accountant_US,RBKP,TU_05,fiori.create_supplier_invoice
C004,supplier_invoice,C004_A4,BELNR=5105600304|GJAHR=2026|BUZEI=1,,chief_accountant_US,RSEG,TU_05,fiori.create_supplier_invoice
C004,vendor_bank_change,C004_F1,OBJECTCLAS=BUPA_BUP|OBJECTID=1003070|CHANGENR=735360,,chief_accountant_US,CDHDR,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F1,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735359,XK02,chief_accountant_US,CDHDR,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F1,OBJECTCLAS=BUPA_BUP|OBJECTID=1003070|CHANGENR=735360|TABNAME=BUT0BK|FNAME=BANKN,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F1,OBJECTCLAS=BUPA_BUP|OBJECTID=1003070|CHANGENR=735360|TABNAME=BUT0BK|FNAME=KOINH,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F1,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735359|TABNAME=LFBK|FNAME=BANK_GUID,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F1,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735359|TABNAME=LFBK|FNAME=BKONT,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F1,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735359|TABNAME=LFBK|FNAME=BKREF,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F1,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735359|TABNAME=LFBK|FNAME=BVTYP,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F1,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735359|TABNAME=LFBK|FNAME=EBPP_ACCNAME,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F1,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735359|TABNAME=LFBK|FNAME=EBPP_BVSTATUS,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F1,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735359|TABNAME=LFBK|FNAME=KEY,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F1,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735359|TABNAME=LFBK|FNAME=KOBIS,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F1,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735359|TABNAME=LFBK|FNAME=KOINH,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F1,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735359|TABNAME=LFBK|FNAME=KOVON,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F1,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735359|TABNAME=LFBK|FNAME=XEZER,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,payment_document,C004_A5,BELNR=1500000172|BUKRS=US00|GJAHR=2026,FBDC_C014,chief_accountant_US,BKPF,TU_05,fiori.send_payment
C004,payment_document,C004_A5,BELNR=1500000172|BUKRS=US00|GJAHR=2026|BUZEI=1,,chief_accountant_US,BSEG,TU_05,fiori.send_payment
C004,payment_document,C004_A5,BELNR=1500000172|BUKRS=US00|GJAHR=2026|BUZEI=2,,chief_accountant_US,BSEG,TU_05,fiori.send_payment
C004,vendor_bank_change,C004_F2,OBJECTCLAS=BUPA_BUP|OBJECTID=1003070|CHANGENR=735372,,chief_accountant_US,CDHDR,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F2,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735371,XK02,chief_accountant_US,CDHDR,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F2,OBJECTCLAS=BUPA_BUP|OBJECTID=1003070|CHANGENR=735372|TABNAME=BUT0BK|FNAME=BANKN,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F2,OBJECTCLAS=BUPA_BUP|OBJECTID=1003070|CHANGENR=735372|TABNAME=BUT0BK|FNAME=KOINH,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F2,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735371|TABNAME=LFBK|FNAME=BANK_GUID,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F2,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735371|TABNAME=LFBK|FNAME=BKONT,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F2,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735371|TABNAME=LFBK|FNAME=BKREF,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F2,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735371|TABNAME=LFBK|FNAME=BVTYP,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F2,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735371|TABNAME=LFBK|FNAME=EBPP_ACCNAME,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F2,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735371|TABNAME=LFBK|FNAME=EBPP_BVSTATUS,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F2,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735371|TABNAME=LFBK|FNAME=KEY,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F2,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735371|TABNAME=LFBK|FNAME=KOBIS,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F2,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735371|TABNAME=LFBK|FNAME=KOINH,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F2,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735371|TABNAME=LFBK|FNAME=KOVON,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C004,vendor_bank_change,C004_F2,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735371|TABNAME=LFBK|FNAME=XEZER,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C005,purchase_requisition,C005_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130034|CHANGENR=735338,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C005,purchase_requisition,C005_A1,OBJECTCLAS=BANF|OBJECTID=10000317|CHANGENR=735337,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C005,purchase_requisition,C005_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130034|CHANGENR=735338|TABNAME=ADRC|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C005,purchase_requisition,C005_A1,OBJECTCLAS=BANF|OBJECTID=10000317|CHANGENR=735337|TABNAME=EBAN|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C005,purchase_requisition,C005_A1,BANFN=10000317,,inventory_manager_mi00,EBAN,TU_01,fiori.create_purchase_requisition
C005,purchase_order,C005_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130035|CHANGENR=735341,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C005,purchase_order,C005_A2,OBJECTCLAS=BANF|OBJECTID=10000317|CHANGENR=735340,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C005,purchase_order,C005_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000279|CHANGENR=735339,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C005,purchase_order,C005_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130035|CHANGENR=735341|TABNAME=ADRC|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C005,purchase_order,C005_A2,OBJECTCLAS=BANF|OBJECTID=10000317|CHANGENR=735340|TABNAME=EBAN|FNAME=BEDAT,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C005,purchase_order,C005_A2,OBJECTCLAS=BANF|OBJECTID=10000317|CHANGENR=735340|TABNAME=EBAN|FNAME=BSMNG,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C005,purchase_order,C005_A2,OBJECTCLAS=BANF|OBJECTID=10000317|CHANGENR=735340|TABNAME=EBAN|FNAME=EBELN,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C005,purchase_order,C005_A2,OBJECTCLAS=BANF|OBJECTID=10000317|CHANGENR=735340|TABNAME=EBAN|FNAME=EBELP,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C005,purchase_order,C005_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000279|CHANGENR=735339|TABNAME=EKKO|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C005,purchase_order,C005_A2,EBELN=4500000279,,buyer_mi00,EKKO,TU_02,fiori.create_purchase_order
C005,purchase_order,C005_A2,EBELN=4500000279|EBELP=10,,buyer_mi00,EKPO,TU_02,fiori.create_purchase_order
C005,material_document,C005_A3,MBLNR=5000000246|MJAHR=2026,MB01,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.create_goods_receipt
C005,material_document,C005_A3,MBLNR=5000000246|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_goods_receipt
C005,supplier_invoice,C005_A4,BELNR=5105600305|GJAHR=2026,MIRO,accounts_payable_clerk_mi00,RBKP,TU_04,fiori.create_supplier_invoice
C005,supplier_invoice,C005_A4,BELNR=5105600305|GJAHR=2026|BUZEI=1,,accounts_payable_clerk_mi00,RSEG,TU_04,fiori.create_supplier_invoice
C005,payment_document,C005_A5,BELNR=1500000173|BUKRS=US00|GJAHR=2026,FBDC_C014,accounts_payable_clerk_mi00,BKPF,TU_04,fiori.send_payment
C005,payment_document,C005_A5,BELNR=1500000173|BUKRS=US00|GJAHR=2026|BUZEI=1,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C005,payment_document,C005_A5,BELNR=1500000173|BUKRS=US00|GJAHR=2026|BUZEI=2,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C006,purchase_requisition,C006_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130036|CHANGENR=735343,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
